bedroomcnt,bathroomcnt,calculatedfinishedsquarefeet,taxvaluedollarcnt,fips,yearbuilt
4,2.0,1890,1040234,6037,1959
3,2.0,1662,342195,6037,1959
3,2.0,1668,564325,6037,1958
3,2.0,1532,801359,6037,1957
4,3.0,2080,636702,6037,1958
4,2.0,1596,732116,6037,1956
4,3.0,2710,883288,6037,1971
5,3.0,2468,706655,6037,1966
3,2.0,1515,666984,6037,1954
3,3.0,2163,805680,6037,1955
3,3.0,2580,918673,6037,1954
3,3.0,2046,854822,6037,1954
3,3.0,2861,309610,6037,1960
4,4.0,3061,937562,6037,1974
4,2.0,2072,142714,6037,1963
4,3.0,2110,296583,6037,1959
3,3.0,2283,547293,6037,1956
3,2.0,2562,837580,6037,1957
4,3.0,2562,705324,6037,1955
3,2.0,1795,104537,6037,1957
2,2.0,1860,897450,6037,1959
3,2.0,2015,875000,6037,1957
4,3.0,2623,839521,6037,1959
4,3.0,2574,206194,6037,1965
2,2.0,1519,605000,6037,1954
3,2.0,1204,323709,6037,1952
2,1.0,1346,497500,6037,1950
3,3.0,1992,730050,6037,1954
3,2.0,1434,599569,6037,1959
5,2.0,2647,713644,6037,1965
4,3.0,2318,627358,6037,1964
2,1.0,889,317021,6037,1950
4,2.0,1404,435908,6037,1955
3,2.0,1535,402477,6037,1955
2,2.0,1450,275835,6037,1950
5,3.0,2735,322465,6037,1950
3,3.0,2402,523437,6037,1960
3,3.0,2394,167507,6037,1962
2,2.0,2700,209566,6037,1936
2,1.0,768,185287,6037,1944
4,2.0,1998,854315,6037,1960
5,3.0,2106,453982,6037,1963
5,3.0,2440,195879,6037,1970
3,2.0,1428,795000,6037,1955
3,2.0,1281,109597,6037,1956
3,2.0,1596,502778,6037,1955
4,3.0,1897,159206,6037,1963
4,3.0,2348,303862,6037,1962
3,2.0,1516,114380,6037,1958
4,3.0,2406,767097,6037,1970
3,2.0,1674,501661,6037,1965
4,3.0,2394,189049,6037,1960
3,4.0,2026,609172,6037,1976
3,3.0,1877,757579,6037,1976
4,2.0,1553,482765,6037,1950
3,2.0,1442,110964,6037,1961
3,3.0,3155,346075,6037,1964
3,3.0,2738,248562,6037,1962
3,3.0,2747,446310,6037,1970
4,3.0,2605,891817,6037,1968
3,2.0,1252,331061,6037,1954
3,3.0,2788,401855,6037,1952
3,3.0,2291,272616,6037,1947
2,2.0,2204,728367,6037,1957
4,1.0,1855,549175,6037,1924
3,2.0,1469,975912,6037,1951
3,2.0,1262,621092,6037,1954
3,3.0,1961,299550,6037,1938
4,2.0,2900,231875,6037,1952
4,3.0,2655,598472,6037,1983
3,2.0,1659,691561,6037,1955
3,1.0,1069,72225,6037,1955
2,1.0,876,547493,6037,1953
3,2.0,1442,360367,6037,1950
3,2.0,1410,741814,6037,1950
3,1.0,1067,510393,6037,1950
4,3.0,1956,123801,6037,1967
3,3.0,2534,378504,6037,1985
4,2.0,1729,499058,6037,1953
4,2.0,1612,486718,6037,1956
3,3.0,1654,592131,6037,1954
3,2.0,1298,703307,6037,1954
4,3.0,2866,401174,6037,1956
4,2.0,1914,447460,6037,1949
4,2.0,2882,190240,6037,1962
4,2.0,2040,324476,6037,1961
4,3.0,2351,517236,6037,1963
3,1.0,1116,560621,6037,1953
3,1.0,1107,91497,6037,1953
2,1.0,796,74290,6037,1951
3,2.0,1080,599569,6037,1953
5,3.0,2664,595753,6037,1954
3,1.0,1225,733213,6037,1952
3,3.0,1227,399937,6037,1956
5,4.0,2325,171407,6037,1964
3,3.0,2376,502163,6037,1978
4,2.0,1951,456876,6037,1958
5,3.0,2232,373064,6037,1964
3,2.0,1773,842707,6037,1955
3,1.0,1146,714517,6037,1955
3,1.0,1120,304367,6037,1954
3,1.0,1106,385367,6037,1955
3,1.0,1120,83825,6037,1955
4,2.0,1782,765364,6037,1954
4,3.0,2810,782322,6037,1956
4,2.0,1972,492181,6037,1956
4,4.0,2284,462431,6037,1969
3,2.0,1155,92531,6037,1956
5,3.0,2299,536333,6037,1964
4,2.0,1892,798024,6037,1959
3,2.0,1162,109437,6037,1955
3,2.0,1419,329823,6037,1955
3,2.0,1460,477322,6037,1955
3,2.0,1162,706000,6037,1955
3,2.0,1162,381857,6037,1955
4,4.0,3390,832050,6037,1955
3,2.0,1245,689674,6037,1955
4,3.0,1912,830000,6037,1956
3,2.0,1450,636621,6037,1955
3,2.0,1155,731000,6037,1955
3,2.0,1368,98127,6037,1955
5,4.0,2844,672898,6037,1955
3,2.0,1162,626980,6037,1955
2,2.0,1156,718161,6037,1948
3,3.0,1901,715603,6037,1950
2,1.0,1222,169163,6037,1948
4,2.0,2353,263861,6037,1955
5,2.0,1935,501883,6037,1948
3,1.0,2220,1045122,6037,1948
4,2.0,2026,946976,6037,1956
4,3.0,3000,397952,6037,1954
3,2.0,1375,102046,6037,1954
3,2.0,2571,143122,6037,1954
4,2.0,1732,166181,6037,1955
3,2.0,1363,973401,6037,1955
3,1.0,1130,90872,6037,1950
4,3.0,2424,205764,6037,1947
2,1.0,1260,310374,6037,1923
2,2.0,1524,102469,6037,1948
4,2.0,1773,116137,6037,1965
3,3.0,2025,687348,6037,1990
3,2.0,1662,273650,6037,1961
2,1.0,988,352000,6037,1914
2,1.0,1024,57105,6037,1923
5,3.0,2527,168734,6037,1965
4,2.0,1792,518618,6037,1971
3,2.0,1641,724000,6037,1924
3,1.0,951,500931,6037,1944
3,2.0,1696,731178,6037,1962
3,2.0,2003,634614,6037,1944
2,1.0,1151,725000,6037,1937
3,2.0,1792,67917,6037,1931
3,1.0,1364,233803,6037,1951
4,2.0,1768,377602,6037,1955
2,1.0,1108,615000,6037,1956
3,2.0,1937,362530,6037,1947
2,2.0,1460,730000,6037,1958
3,2.0,1086,493755,6037,1951
4,2.0,1584,441633,6037,1923
3,1.0,1232,404651,6037,1947
3,1.0,1462,61723,6037,1927
2,1.0,936,479000,6037,1939
2,1.0,801,316935,6037,1923
3,2.0,1630,583042,6037,1950
3,2.0,1574,127236,6037,1942
2,1.0,906,315788,6037,1948
5,2.0,2550,505803,6037,1934
5,2.0,2158,587421,6037,1923
3,2.0,1852,94651,6037,1924
2,1.0,976,462318,6037,1923
2,1.0,912,469045,6037,1922
2,1.0,864,34531,6037,1925
3,1.0,1193,440100,6037,1954
4,3.0,1863,70837,6037,1947
3,2.0,1178,296465,6037,1920
2,1.0,988,35154,6037,1922
3,1.0,1752,281173,6037,1917
2,2.0,864,303558,6037,1925
3,1.0,1032,38055,6037,1921
4,2.0,1235,118999,6037,1960
2,1.0,1692,468800,6037,1960
3,3.0,2686,316285,6037,1961
3,1.0,1188,70000,6037,1927
3,3.0,2258,249657,6037,1978
4,3.0,2148,595430,6037,1980
5,2.0,1784,461550,6037,1961
4,2.0,1430,124373,6037,1961
4,2.0,1430,390716,6037,1961
3,2.0,1544,411256,6037,1961
3,4.0,2142,289988,6037,1989
4,3.0,1792,459957,6037,1969
4,3.0,2016,107390,6037,1969
4,1.0,1404,340108,6037,1950
4,2.0,1152,293622,6037,1948
2,1.0,1044,185741,6037,1939
3,1.0,1604,248371,6037,1939
3,2.0,1489,259163,6037,1941
2,1.0,765,225104,6037,1923
4,3.0,2501,321221,6037,1949
4,2.0,1416,147864,6037,1923
3,2.0,1742,280302,6037,1955
4,3.0,1550,85688,6037,1928
3,2.0,1346,330322,6037,1960
3,2.0,1346,296464,6037,1960
3,2.0,1352,64628,6037,1960
2,1.0,686,170408,6037,1923
2,1.0,1046,47591,6037,1948
3,2.0,1400,373000,6037,1927
2,1.0,900,279584,6037,1922
3,2.0,1599,373621,6037,1951
3,2.0,1385,66534,6037,1951
3,1.0,1032,334000,6037,1955
5,2.0,1948,292151,6037,1962
3,1.0,1514,438587,6037,1948
3,1.0,874,203692,6037,1952
3,2.0,1111,52341,6037,1957
2,1.0,864,38467,6037,1940
3,2.0,1972,613000,6037,1946
3,2.0,2462,410047,6037,1950
2,1.0,1146,294317,6037,1951
4,3.0,1878,345440,6037,1966
2,1.0,1105,499000,6037,1942
2,1.0,884,176682,6037,1925
3,3.0,1862,407312,6037,1965
4,3.0,2079,575291,6037,1965
5,3.0,2121,337194,6037,1966
3,3.0,1862,348161,6037,1965
4,3.0,2082,86104,6037,1970
4,3.0,2330,307825,6037,1965
4,3.0,1696,478527,6037,1962
3,2.0,1718,536000,6037,1966
2,1.0,860,172982,6037,1949
3,1.0,1012,222629,6037,1953
5,3.0,2044,74090,6037,1969
2,2.0,1115,380000,6037,1968
4,2.0,1656,63743,6037,1964
3,2.0,1314,135774,6037,1960
3,2.0,1448,332375,6037,1958
3,2.0,1358,421328,6037,1958
3,1.0,1017,178768,6037,1955
4,2.0,1144,273060,6037,1960
3,1.0,1012,385000,6037,1944
3,1.0,1012,203255,6037,1944
3,1.0,1150,54595,6037,1948
2,1.0,741,141685,6037,1962
3,2.0,1436,209021,6037,1984
3,2.0,1166,305853,6037,1952
2,1.0,1196,144279,6037,1929
2,3.0,1792,276979,6037,1949
2,1.0,1090,193643,6037,1970
4,3.0,2208,77448,6037,1967
3,2.0,1612,55450,6037,1967
4,3.0,2470,323789,6037,1965
2,1.0,1040,322608,6037,1964
3,2.0,1362,202897,6037,1964
3,2.0,1612,169451,6037,1970
3,3.0,2404,826547,6037,1965
4,3.0,2613,505051,6037,1997
3,2.0,2123,183973,6037,1960
3,2.0,1389,447918,6037,1960
4,3.0,2415,828426,6037,1966
3,2.0,1202,57153,6037,1951
2,1.0,864,336086,6037,1949
4,2.0,2082,432743,6037,1976
4,2.0,1899,177465,6037,1956
3,2.0,1022,159411,6037,1956
3,2.0,2020,215946,6037,1974
2,1.0,868,416753,6037,1955
3,2.0,1724,108928,6037,1949
2,1.0,886,45848,6037,1947
3,2.0,1570,482243,6037,1964
4,2.0,1826,598133,6037,1961
3,2.0,1437,71230,6037,1958
3,2.0,1380,355164,6037,1956
4,3.0,2288,517884,6037,1964
3,2.0,1404,273633,6037,1954
3,2.0,1952,675111,6037,1919
3,2.0,1884,746207,6037,1966
3,1.0,1064,254512,6037,1952
5,2.0,2314,129829,6037,1955
4,2.0,1710,573794,6037,1955
3,1.0,1012,570000,6037,1952
2,1.0,931,85845,6037,1947
3,2.0,1044,353812,6037,1947
5,2.0,1760,84856,6037,1963
5,4.0,2308,899000,6037,1963
4,3.0,2238,495182,6037,1963
4,3.0,2994,604109,6037,1977
4,3.0,2103,842589,6037,1954
3,2.0,1813,808256,6037,1954
3,2.0,1567,99157,6037,1954
3,2.0,1605,314329,6037,1954
3,3.0,1846,234265,6037,1956
3,2.0,1155,475414,6037,1956
5,3.0,1491,776180,6037,1956
3,2.0,1540,580279,6037,1956
4,2.0,1768,169489,6037,1967
3,2.0,1768,284556,6037,1968
4,2.0,1516,55242,6037,1957
2,1.0,905,192486,6037,1927
3,2.0,1781,406827,6037,1952
4,2.0,1622,426417,6037,1951
3,2.0,1712,376704,6037,1951
4,3.0,2546,901883,6037,1990
5,4.0,3228,335674,6037,1955
3,2.0,1301,351064,6037,1955
5,4.0,2238,341384,6037,1951
3,2.0,1623,184352,6037,1964
4,3.0,3522,390124,6037,1990
3,2.0,1404,578588,6037,1955
4,2.0,1552,567009,6037,1924
2,2.0,1232,321074,6037,1949
2,1.0,780,364081,6037,1922
2,1.0,806,480000,6037,1918
3,2.0,1290,447062,6037,1955
4,1.0,1570,373376,6037,1912
2,1.0,1144,70869,6037,1927
2,1.0,833,172013,6037,1942
3,2.0,1366,211740,6037,1964
3,2.0,1316,126189,6037,1952
4,3.0,2240,336720,6037,1953
4,3.0,2085,162913,6037,1954
2,1.0,875,315836,6037,1954
3,2.0,1479,333333,6037,1960
2,1.0,1080,124137,6037,1939
3,3.0,1722,300200,6037,1990
2,1.0,764,222750,6037,1941
3,2.0,1430,62089,6037,1959
3,1.0,1225,224274,6037,1956
3,2.0,1410,443723,6037,1960
3,2.0,1107,313676,6037,1960
3,2.0,1232,355467,6037,1959
3,3.0,1391,236031,6037,1956
3,2.0,1320,226345,6037,1960
3,2.0,1633,486699,6037,1964
3,1.0,1056,154962,6037,1953
3,2.0,1226,180871,6037,1953
3,2.0,1496,264180,6037,1953
3,2.0,1082,304028,6037,1953
3,2.0,1350,333460,6037,1964
3,2.0,1177,60916,6037,1926
3,2.0,990,183891,6037,1948
2,1.0,838,144332,6037,1954
5,2.0,1613,287501,6037,1962
4,2.0,1581,376182,6037,1962
3,2.0,1394,438000,6037,1964
3,2.0,1537,222527,6037,1962
3,1.0,1165,144881,6037,1961
3,2.0,1134,431988,6037,1948
3,1.0,1062,389000,6037,1955
4,2.0,1470,265286,6037,1956
4,2.0,1570,215001,6037,1959
4,2.0,1673,353676,6037,1980
2,1.0,775,217509,6037,1943
4,3.0,2453,104846,6037,1974
2,1.0,795,386000,6037,1943
3,2.0,1532,324172,6037,1951
3,2.0,1340,315415,6037,1944
3,2.0,1598,63595,6037,1957
4,2.0,1859,276190,6037,1964
4,2.0,1853,497000,6037,1964
4,2.0,2501,298625,6037,1965
5,2.0,1937,288221,6037,1967
4,2.0,1712,64347,6037,1969
4,3.0,1864,390275,6037,1965
3,2.0,1276,363459,6037,1961
3,2.0,1432,51928,6037,1964
4,2.0,1813,133879,6037,1965
4,2.0,1534,249646,6037,1961
4,2.0,1430,414353,6037,1963
3,2.0,1392,417282,6037,1963
4,3.0,2396,515089,6037,1990
3,3.0,1475,45505,6037,1969
3,2.0,1422,187693,6037,1966
5,2.0,1764,301897,6037,1966
5,3.0,2642,652154,6111,1970
4,2.0,1553,441931,6111,1970
4,4.0,3523,554635,6111,1990
4,2.5,2037,482632,6111,1986
4,2.5,2063,613736,6111,1986
4,3.0,2288,709000,6111,1987
3,2.5,1980,358788,6111,1980
3,2.0,1475,309167,6111,1964
4,3.0,2434,415288,6111,1997
4,3.0,2434,383593,6111,1996
4,3.0,2571,436594,6111,1999
4,3.0,2568,942334,6111,1995
4,2.5,2394,748028,6111,1995
4,3.0,2732,522998,6111,1988
4,3.0,2662,702689,6111,1988
4,3.0,2728,495485,6111,1987
4,3.0,2728,538347,6111,1987
4,2.5,2847,635654,6111,1981
3,2.0,1486,368481,6111,1975
4,2.0,1260,193056,6111,1972
4,3.0,2205,427898,6111,1997
4,2.5,2560,427624,6111,1987
4,3.0,2887,867022,6111,1987
4,3.0,2887,870000,6111,1987
4,2.0,1386,583000,6111,1970
3,2.5,2043,719000,6111,1985
4,3.0,2150,502452,6111,1979
4,2.5,1900,390786,6111,1977
5,3.0,2062,219415,6111,1970
3,3.5,2445,386174,6111,1979
3,3.0,2644,274122,6111,1978
3,2.0,1791,105133,6111,1962
4,2.0,1961,662739,6111,1962
4,2.0,1956,289033,6111,1964
4,2.0,1961,594000,6111,1962
4,2.0,1961,86912,6111,1962
4,2.5,2305,420031,6111,1966
3,2.0,1526,344182,6111,1966
4,3.0,2050,741132,6111,1966
4,2.0,2124,442967,6111,1963
4,3.0,2481,295779,6111,1963
3,2.0,1947,333110,6111,1977
3,2.0,1206,170677,6111,1963
4,2.5,2395,270210,6111,1978
3,2.5,2164,362797,6111,1979
4,2.5,2092,657562,6111,1968
3,2.0,1334,124025,6111,1962
3,3.5,3507,828150,6111,1989
3,2.0,1948,428434,6111,1976
3,3.0,3125,166457,6111,1987
3,3.0,3240,613706,6111,1985
4,3.5,3397,759935,6111,1979
3,2.5,2174,367640,6111,1990
4,3.0,2731,686880,6111,1989
3,2.5,1530,294001,6111,1987
3,2.0,1241,98360,6111,1977
3,2.0,1068,208074,6111,1959
2,1.0,1063,50489,6111,1960
3,2.0,1500,49603,6111,1961
4,3.0,2209,626000,6111,1987
4,2.5,1800,246645,6111,1984
3,2.0,1553,338436,6111,1979
3,2.0,1428,99286,6111,1977
3,2.0,1595,468100,6111,1981
4,2.5,2186,482932,6111,1986
4,3.0,2826,508519,6111,1986
4,3.5,2232,400516,6111,1987
4,2.5,2528,400574,6111,1989
5,4.5,3603,801000,6111,1988
4,2.5,2528,339977,6111,1987
3,2.5,2112,339858,6111,1988
4,3.0,2751,557040,6111,1987
4,3.0,2701,323960,6111,1986
4,3.5,3192,634538,6111,1984
4,3.0,2701,649102,6111,1985
4,3.5,3608,708758,6111,1993
5,3.5,3631,738131,6111,1988
3,2.5,1587,288421,6111,1983
4,2.0,2100,382662,6111,1981
5,3.0,2939,448923,6111,1983
5,3.5,3192,718576,6111,1981
2,2.0,1920,668830,6111,2001
4,3.0,2967,776648,6111,1980
4,3.0,1935,202810,6111,1978
3,2.0,1348,120932,6111,1977
3,2.0,1324,416666,6111,1976
5,2.5,1996,75124,6111,1970
5,4.0,2752,511011,6111,1980
3,2.0,2038,579707,6111,1983
3,2.0,1400,339272,6111,1970
5,3.0,2205,294625,6111,1961
5,4.5,3134,397601,6111,1979
4,2.0,1489,208555,6111,1980
3,2.0,1447,87565,6111,1977
4,2.0,1762,385217,6111,1973
3,2.0,1407,242770,6111,1973
3,1.5,1120,106131,6111,1971
4,2.5,1794,410160,6111,1998
5,3.0,2247,447000,6111,1977
4,3.0,1916,437000,6111,1980
3,2.0,1390,68418,6111,1976
3,2.0,1236,362433,6111,1971
3,2.0,1032,41322,6111,1971
4,2.0,1447,210908,6111,1962
4,2.0,1199,357590,6111,1962
3,1.5,1118,270456,6111,1957
3,1.0,1023,85463,6111,1963
3,1.0,1023,78379,6111,1963
2,1.0,880,243506,6111,1963
3,1.0,1002,39230,6111,1962
3,1.0,1002,38216,6111,1962
4,2.0,1450,198602,6111,1963
3,1.0,1002,228334,6111,1962
3,2.5,2167,473303,6111,1997
3,2.5,1742,453000,6111,1999
3,2.0,1726,108056,6111,1980
4,4.5,3026,398844,6111,1958
3,1.0,1443,223658,6111,1953
3,2.0,1530,417000,6111,1959
3,2.0,1450,404000,6111,1953
3,3.0,1812,452497,6111,1987
3,2.5,2076,248501,6111,1972
3,1.0,1289,179599,6111,1940
3,2.0,1080,48581,6111,1961
3,2.0,1252,279936,6111,1959
3,2.0,1627,371000,6111,1959
3,2.0,1612,197230,6111,1959
3,2.0,1128,219375,6111,1960
3,2.0,1252,205244,6111,1959
3,2.0,1170,49605,6111,1959
3,2.0,1252,184682,6111,1959
5,2.0,1532,292806,6111,1959
3,2.0,1058,309650,6111,1957
3,2.0,1058,264141,6111,1957
4,2.0,1636,133279,6111,1955
4,2.0,1233,233682,6111,1955
4,2.0,1233,373143,6111,1955
3,2.0,1252,241830,6111,1959
2,1.0,816,313712,6111,1950
3,2.0,1551,313848,6111,1950
4,3.0,1656,307697,6111,1948
5,2.0,1872,349514,6111,1951
3,1.0,936,37178,6111,1948
3,1.0,1073,178765,6111,1944
2,1.0,763,311681,6111,1941
4,2.0,1400,58873,6111,1962
3,2.0,1215,386000,6111,1962
3,2.0,1071,203634,6111,1958
2,1.0,1210,250191,6111,1949
4,2.0,1233,280769,6111,1955
2,1.0,731,300000,6111,1948
2,1.0,971,233424,6111,1948
4,2.0,1355,160774,6111,1948
4,2.0,1233,239170,6111,1955
3,1.0,1117,243502,6111,1951
3,1.0,1083,151366,6111,1952
3,1.0,910,54577,6111,1951
4,2.0,1715,458000,6111,1980
3,1.0,1118,222223,6111,1944
2,1.0,1090,310562,6111,1935
4,3.0,2061,435282,6111,1920
4,3.5,2401,514066,6111,1924
3,1.0,1008,30956,6111,1950
3,1.0,998,169005,6111,1945
2,1.5,892,150589,6111,1963
2,1.0,1304,61894,6111,1950
4,3.0,2267,105911,6111,1974
2,2.0,1525,388000,6111,1927
3,1.0,1086,388000,6111,1954
3,2.0,2558,497472,6111,1957
3,2.0,1885,61796,6111,1950
2,1.5,1788,353533,6111,1948
4,2.0,1529,315459,6111,1958
5,3.0,2232,311843,6111,1964
4,2.0,1512,227780,6111,1962
3,2.0,1615,370914,6111,1975
4,2.0,1404,364157,6111,1976
3,2.0,1483,569773,6111,1972
4,3.0,2004,836000,6111,1978
4,2.5,2059,349999,6111,1961
3,2.5,3137,615822,6111,1982
3,2.0,1444,455000,6111,1989
3,2.0,1148,187464,6111,1963
3,2.5,1987,801405,6111,1973
4,2.5,1850,229106,6111,1980
3,2.5,1772,251848,6111,1977
3,2.0,1847,243007,6111,1970
4,2.0,1390,260435,6111,1970
4,2.5,1835,260864,6111,1979
4,2.0,1564,368126,6111,1974
4,3.0,1947,290960,6111,1996
3,2.0,1549,427590,6111,1981
2,2.0,1441,241417,6111,1980
4,2.0,1347,305347,6111,1976
4,2.0,1863,267214,6111,1975
3,2.0,1414,282408,6111,1974
3,2.0,1874,188370,6111,1965
3,2.0,1074,46506,6111,1962
5,2.0,1941,264704,6111,1956
3,2.0,2147,561000,6111,1994
3,2.5,2058,403166,6111,1991
3,2.5,2058,403166,6111,1991
5,3.0,2678,530124,6111,1989
4,3.0,2312,409011,6111,1988
3,2.0,2012,452961,6111,1988
3,2.5,2657,503246,6111,1983
5,2.0,1440,220941,6111,1972
3,2.0,1386,63075,6111,1969
4,2.0,1670,234317,6111,1969
4,3.0,3198,545896,6111,1993
4,3.0,2080,474136,6111,1992
4,3.0,3143,648784,6111,1988
4,3.0,3143,595240,6111,1987
3,2.0,1428,282838,6111,1971
4,2.0,2130,76532,6111,1971
5,2.5,2228,163134,6111,1965
4,3.0,3380,641421,6111,1989
4,3.5,2670,744625,6111,1985
4,3.0,2211,628512,6111,1988
3,2.0,1639,95823,6111,1995
4,3.5,2767,639741,6111,1994
4,3.0,1992,419788,6111,1994
4,2.5,2132,499156,6111,1990
4,2.5,2122,461563,6111,1985
3,2.5,1766,536757,6111,1988
3,2.5,1766,456240,6111,1982
3,2.5,1766,605000,6111,1983
3,2.5,1993,256326,6111,1979
3,2.5,1993,209083,6111,1979
3,2.0,1292,306125,6111,1978
4,3.0,2342,387648,6111,1978
4,2.5,2293,676046,6111,1977
4,2.0,1436,465256,6111,1973
4,2.0,1436,213588,6111,1975
4,2.0,1652,98876,6111,1970
4,2.0,1754,79748,6111,1969
5,2.0,1984,292870,6111,1970
4,2.0,1836,477000,6111,1964
4,2.5,2521,319852,6111,1981
4,3.0,2182,404048,6111,1979
4,3.0,2049,413350,6111,1977
5,3.0,1884,436154,6111,1965
4,3.0,1950,466680,6111,1964
4,2.0,1595,281780,6111,1964
4,2.0,1348,150475,6111,1960
4,2.0,1418,62450,6111,1960
3,3.0,1894,458412,6111,1980
4,2.0,1878,320994,6111,1973
4,3.0,1976,560063,6111,1969
5,2.0,2060,97651,6111,1965
3,2.0,1742,84531,6111,1969
3,2.0,1212,295290,6111,1969
3,3.0,1816,176737,6111,1960
4,2.5,1964,468100,6111,1962
4,2.0,1201,225914,6111,1972
4,2.0,1315,290055,6111,1962
3,2.0,1219,383145,6111,1957
3,2.5,1731,473194,6111,2001
3,2.0,1223,60101,6111,1960
3,2.0,1163,337216,6111,1957
3,2.0,1328,93973,6111,1989
4,3.0,2853,472032,6111,1998
4,3.5,3099,499226,6111,1997
4,3.0,2231,703468,6111,1996
4,2.5,2024,417989,6111,1991
4,2.0,1883,220028,6111,1977
4,2.0,1883,424280,6111,1976
5,2.5,2706,478503,6111,1964
3,2.0,1722,250862,6111,1976
2,2.0,1378,377704,6111,1976
3,2.0,1662,455632,6111,1964
5,3.0,2971,147089,6111,1976
3,2.0,2109,102246,6111,1967
5,2.5,2232,150226,6111,1965
4,2.0,1360,246448,6111,1956
3,2.0,1583,373947,6111,1962
4,2.0,1178,42342,6111,1956
4,2.0,1408,239312,6111,1955
4,2.5,1843,371851,6111,1983
4,2.0,1303,61009,6111,1962
4,2.0,1303,342558,6111,1962
3,1.0,1179,294402,6111,1953
3,1.0,1183,184856,6111,1953
4,3.0,1778,367870,6111,1987
4,3.0,2125,290259,6111,1996
4,2.5,2333,454645,6111,1993
4,2.5,2382,480031,6111,1993
3,2.0,1774,474000,6111,1980
5,2.0,1860,154155,6111,1978
4,2.0,1613,227543,6111,1962
4,2.0,1686,416234,6111,1976
4,2.0,1489,267694,6111,1981
3,1.5,1092,230806,6111,1950
3,2.0,1673,175686,6111,1948
4,2.0,1642,259670,6111,1966
4,2.0,1728,299711,6111,1969
5,2.0,1702,114095,6111,1963
4,2.0,1240,199001,6111,1961
2,1.0,660,237090,6111,1952
3,2.5,1786,306342,6111,1978
3,2.0,1443,59025,6111,1966
4,2.5,1991,338791,6111,1985
3,2.0,1110,311938,6111,1962
3,2.0,1110,246773,6111,1962
3,2.5,3293,833000,6111,1974
3,2.5,2381,891506,6111,1968
3,2.5,2714,720605,6111,1980
4,1.5,1964,660658,6111,1963
3,2.0,1470,229098,6111,1956
2,1.0,528,190428,6111,1938
4,2.0,1739,296967,6111,1978
3,2.0,1761,305724,6111,1974
4,2.0,1500,355060,6111,1974
3,2.0,1416,265254,6111,1965
4,2.0,1516,420941,6111,1964
4,2.0,1548,58866,6111,1965
2,1.0,935,76087,6111,1984
4,2.5,1781,214395,6111,1984
2,1.0,1362,256237,6111,1923
4,3.0,3183,451137,6111,1990
4,2.5,2759,519683,6111,1990
4,2.0,1838,135654,6111,1977
3,2.0,1433,224510,6111,1989
4,2.5,2730,159977,6111,1968
3,2.5,2902,463977,6111,1935
4,2.5,1600,397538,6111,1989
4,2.0,1816,73905,6111,1974
4,3.0,1787,70966,6111,1965
4,3.0,1854,473232,6111,1968
4,2.5,2195,110980,6111,1968
3,2.0,1362,59280,6111,1963
4,3.0,2292,542075,6111,1998
5,3.5,2404,692000,6111,1997
4,2.5,1634,521000,6111,1986
3,2.0,1627,357026,6111,1987
4,3.0,2457,331465,6111,1986
2,2.0,1423,413420,6111,1983
4,2.5,2334,562000,6111,1980
3,3.0,2230,354690,6111,1995
3,2.0,1792,297406,6111,1995
4,3.5,2798,684366,6111,1993
3,2.5,2262,88941,6111,1970
3,2.0,1638,426404,6111,1965
4,2.0,1697,316492,6111,1963
3,2.0,1478,269720,6111,1962
3,2.0,1478,72985,6111,1962
3,2.0,1814,252886,6111,1960
3,2.0,1285,59020,6111,1960
4,2.0,1570,285614,6111,1960
2,2.0,1211,252701,6111,1958
5,2.5,2700,172060,6111,1968
5,3.0,2093,132638,6111,1977
4,2.0,1624,257935,6111,1957
4,2.0,1724,596000,6111,1964
3,3.0,1842,93421,6111,1976
2,1.0,992,562819,6111,1929
3,2.0,1892,380524,6111,1978
3,2.0,1752,960409,6111,1969
4,2.0,1353,467014,6111,1956
4,2.0,1753,314384,6111,1956
4,2.0,1673,506000,6111,1956
4,2.0,1406,265567,6111,1955
3,2.0,1410,68256,6111,1957
3,2.0,1587,84299,6111,1956
5,2.5,2066,174600,6111,1964
4,2.0,1368,379355,6111,1958
2,1.0,1294,260662,6111,1941
2,1.0,1095,472643,6111,1929
2,1.0,956,256764,6111,1951
3,1.5,1296,180255,6111,1951
2,2.0,1886,88734,6111,1975
4,2.0,2030,113939,6111,1973
4,2.0,1508,522000,6111,1955
4,2.0,1293,440520,6111,1955
4,2.0,1505,270504,6111,1951
4,2.0,1637,607000,6111,1951
4,2.0,1293,159952,6111,1955
2,1.0,1438,152822,6111,1951
2,1.0,948,73601,6111,1936
3,1.0,1330,443823,6111,1947
3,2.0,1118,535000,6111,1939
2,1.0,1282,49494,6111,1928
3,2.0,1401,247517,6111,1950
3,2.0,1297,683449,6111,1939
3,2.0,1680,426410,6111,1956
4,2.0,1663,1042078,6111,1956
3,2.0,1308,403609,6111,1979
4,2.5,2152,647206,6111,1965
4,2.0,1800,94959,6111,1965
3,2.0,1066,284044,6111,1958
3,2.0,1054,336546,6111,1958
2,1.0,1186,145326,6111,1953
2,1.0,728,343785,6111,1945
2,1.0,804,93693,6111,1949
4,1.5,1152,312198,6111,1966
3,2.0,1360,64604,6111,1949
5,2.0,2370,301058,6111,1968
2,1.0,1074,202839,6111,1958
2,1.0,900,27712,6111,1930
3,2.0,1280,59641,6111,1975
3,2.5,1588,281847,6111,1991
3,2.0,1122,121878,6111,1980
